ID,Country,Year,Attack Type,Target Industry,Financial Loss ($M),Number of Affected Users,Attack Source,Security Vulnerability Type,Defense Used,Resolution Time (Hr)
CBS-971,Japan,2022,SQL Injection,Government,79.2,950425,Unknown,Social Engineering,Antivirus,54
CBS-972,Brazil,2017,Ransomware,Education,80.5,279808,Insider,Social Engineering,Antivirus,60
CBS-973,India,2024,SQL Injection,Telecommunications,71.2,190099,Unknown,Zero-day,AI-based Detection,15
CBS-974,Brazil,2019,Malware,Government,12.0,713035,Nation-state,Social Engineering,AI-based Detection,59
CBS-975,Australia,2016,Malware,Retail,29.1,817347,Nation-state,Weak Passwords,Antivirus,68
CBS-976,Germany,2023,Ransomware,Healthcare,28.2,707214,Unknown,Weak Passwords,AI-based Detection,11
CBS-977,UK,2016,DDoS,Retail,39.3,668780,Hacker Group,Zero-day,Firewall,33
CBS-978,Russia,2015,DDoS,Telecommunications,57.2,609196,Unknown,Social Engineering,VPN,4
CBS-979,USA,2021,Man-in-the-Middle,Telecommunications,83.9,980367,Nation-state,Unpatched Software,Firewall,3
CBS-980,Russia,2022,Man-in-the-Middle,IT,84.1,919858,Nation-state,Unpatched Software,Encryption,47
CBS-981,France,2017,DDoS,Healthcare,39.5,195459,Hacker Group,Weak Passwords,Encryption,14
CBS-982,Russia,2015,Man-in-the-Middle,Government,46.8,713342,Unknown,Weak Passwords,Encryption,36
CBS-983,UK,2019,DDoS,Banking,80.7,19007,Nation-state,Unpatched Software,VPN,29
CBS-984,China,2022,Ransomware,Government,86.6,963091,Insider,Zero-day,VPN,37
CBS-985,UK,2017,Malware,Government,66.3,726887,Hacker Group,Social Engineering,Firewall,13
CBS-986,Russia,2021,DDoS,IT,78.8,130413,Unknown,Social Engineering,Encryption,66
CBS-987,Germany,2017,Malware,Banking,97.7,906914,Hacker Group,Zero-day,AI-based Detection,15
CBS-988,China,2020,Ransomware,IT,14.9,557218,Nation-state,Zero-day,Firewall,70
CBS-989,Russia,2018,SQL Injection,Banking,59.3,380543,Unknown,Weak Passwords,VPN,26
CBS-990,UK,2022,Malware,Retail,39.6,337363,Insider,Social Engineering,VPN,2
CBS-991,China,2018,DDoS,IT,14.0,803086,Nation-state,Social Engineering,VPN,23
CBS-992,China,2024,Man-in-the-Middle,IT,63.8,195858,Hacker Group,Zero-day,Encryption,1
CBS-993,India,2019,Malware,Banking,37.0,358371,Insider,Weak Passwords,AI-based Detection,30
CBS-994,Australia,2019,Phishing,Retail,9.1,212267,Insider,Zero-day,Antivirus,14
CBS-995,France,2021,Man-in-the-Middle,Healthcare,52.0,757744,Nation-state,Zero-day,Antivirus,43
CBS-996,Japan,2017,Ransomware,Retail,59.1,747705,Insider,Unpatched Software,VPN,47
CBS-997,USA,2024,Phishing,Telecommunications,64.7,996651,Hacker Group,Weak Passwords,Encryption,69
CBS-998,UK,2015,Ransomware,Government,52.8,281905,Insider,Social Engineering,VPN,32
CBS-999,Brazil,2019,Man-in-the-Middle,Healthcare,7.4,739981,Unknown,Social Engineering,Antivirus,54
CBS-1000,France,2016,SQL Injection,Telecommunications,47.2,554448,Hacker Group,Social Engineering,Antivirus,31
CBS-1001,USA,2016,Ransomware,Healthcare,99.2,745103,Insider,Unpatched Software,Encryption,8
CBS-1002,India,2015,DDoS,Healthcare,10.9,600279,Insider,Unpatched Software,AI-based Detection,16
CBS-1003,Russia,2016,Man-in-the-Middle,IT,48.9,973654,Unknown,Unpatched Software,Encryption,23
CBS-1004,China,2016,DDoS,Telecommunications,80.5,78123,Hacker Group,Social Engineering,Antivirus,50
CBS-1005,UK,2015,Man-in-the-Middle,Government,70.0,675955,Insider,Zero-day,Antivirus,60
CBS-1006,China,2016,DDoS,IT,19.0,122866,Insider,Unpatched Software,VPN,46
CBS-1007,Russia,2018,Ransomware,Education,66.3,177570,Nation-state,Social Engineering,Encryption,72
CBS-1008,France,2024,Man-in-the-Middle,Retail,60.4,774913,Unknown,Unpatched Software,Antivirus,43
CBS-1009,China,2024,Phishing,IT,24.9,852327,Unknown,Zero-day,VPN,44
CBS-1010,Australia,2019,DDoS,IT,32.1,775033,Hacker Group,Zero-day,Antivirus,8
CBS-1011,China,2022,Phishing,Telecommunications,71.8,823093,Insider,Zero-day,Firewall,36
CBS-1012,France,2018,Phishing,Government,70.6,947445,Insider,Social Engineering,Encryption,59
CBS-1013,Japan,2018,DDoS,IT,75.3,972713,Unknown,Unpatched Software,Encryption,71
CBS-1014,France,2023,Malware,Banking,10.0,116840,Unknown,Zero-day,Firewall,51
CBS-1015,USA,2021,Ransomware,Telecommunications,91.9,710953,Unknown,Zero-day,Firewall,9
CBS-1016,Russia,2015,DDoS,IT,66.1,467190,Nation-state,Social Engineering,AI-based Detection,25
CBS-1017,Germany,2024,Phishing,Healthcare,66.7,540773,Unknown,Unpatched Software,VPN,15
CBS-1018,Australia,2018,SQL Injection,Banking,40.1,874040,Unknown,Social Engineering,Firewall,6
CBS-1019,Australia,2022,SQL Injection,Healthcare,60.7,8498,Nation-state,Weak Passwords,VPN,17
CBS-1020,USA,2016,DDoS,IT,18.5,112881,Hacker Group,Social Engineering,VPN,32
CBS-1021,Japan,2018,DDoS,IT,9.9,942725,Insider,Zero-day,VPN,56
CBS-1022,France,2024,Phishing,Education,52.0,168684,Nation-state,Unpatched Software,VPN,27
CBS-1023,Japan,2018,DDoS,Telecommunications,25.1,559274,Hacker Group,Social Engineering,Firewall,27
CBS-1024,UK,2016,Phishing,Retail,13.7,144856,Unknown,Unpatched Software,Antivirus,13
CBS-1025,Japan,2015,Malware,Banking,2.6,418914,Nation-state,Unpatched Software,Firewall,53
CBS-1026,Brazil,2024,Phishing,Retail,88.5,842945,Hacker Group,Weak Passwords,Firewall,67
CBS-1027,UK,2022,DDoS,Government,50.0,841198,Unknown,Zero-day,VPN,41
CBS-1028,Germany,2024,Phishing,Government,19.5,50054,Insider,Unpatched Software,Antivirus,24
CBS-1029,Brazil,2020,DDoS,Telecommunications,4.5,52302,Unknown,Social Engineering,VPN,58
CBS-1030,India,2015,Man-in-the-Middle,Banking,97.3,694308,Nation-state,Weak Passwords,VPN,66
CBS-1031,China,2019,Malware,Telecommunications,62.7,520232,Nation-state,Weak Passwords,Encryption,53
CBS-1032,Germany,2018,SQL Injection,Retail,46.3,575379,Unknown,Zero-day,AI-based Detection,35
CBS-1033,Russia,2023,Man-in-the-Middle,IT,26.5,850714,Hacker Group,Unpatched Software,Encryption,6
CBS-1034,Germany,2023,SQL Injection,Healthcare,14.1,403325,Hacker Group,Weak Passwords,AI-based Detection,35
CBS-1035,Brazil,2022,Phishing,Education,81.0,345577,Insider,Unpatched Software,Encryption,4
CBS-1036,Australia,2017,Man-in-the-Middle,IT,30.5,428352,Hacker Group,Unpatched Software,Firewall,41
CBS-1037,Brazil,2023,Phishing,Banking,69.5,852592,Nation-state,Zero-day,AI-based Detection,12
CBS-1038,USA,2019,SQL Injection,Education,78.1,36804,Unknown,Weak Passwords,VPN,30
CBS-1039,Brazil,2020,Phishing,Telecommunications,92.6,725707,Hacker Group,Weak Passwords,AI-based Detection,9
CBS-1040,Australia,2017,Man-in-the-Middle,Telecommunications,35.3,765929,Nation-state,Weak Passwords,Firewall,16
CBS-1041,Russia,2017,Man-in-the-Middle,Retail,17.2,242574,Nation-state,Social Engineering,Encryption,59
CBS-1042,USA,2021,SQL Injection,Education,45.5,838652,Unknown,Social Engineering,Encryption,20
CBS-1043,Japan,2018,DDoS,Telecommunications,99.0,389405,Nation-state,Weak Passwords,Antivirus,53
CBS-1044,Russia,2022,Phishing,Telecommunications,56.4,359577,Unknown,Zero-day,Encryption,38
CBS-1045,India,2022,Man-in-the-Middle,Telecommunications,73.2,943689,Insider,Zero-day,Firewall,32
CBS-1046,Brazil,2024,SQL Injection,Education,14.7,783795,Insider,Weak Passwords,AI-based Detection,43
CBS-1047,Germany,2017,DDoS,Healthcare,72.1,263506,Insider,Zero-day,Encryption,49
CBS-1048,Australia,2020,DDoS,Telecommunications,20.6,457184,Insider,Social Engineering,VPN,11
CBS-1049,India,2019,SQL Injection,Banking,68.4,186842,Nation-state,Zero-day,VPN,40
CBS-1050,UK,2018,DDoS,Banking,8.8,198929,Nation-state,Weak Passwords,AI-based Detection,41
CBS-1051,Japan,2018,SQL Injection,Retail,51.6,65700,Hacker Group,Zero-day,Encryption,28
CBS-1052,Brazil,2021,Phishing,Telecommunications,83.8,90156,Hacker Group,Unpatched Software,Antivirus,65
CBS-1053,Australia,2015,DDoS,Telecommunications,14.6,470471,Nation-state,Unpatched Software,VPN,53
CBS-1054,China,2021,Malware,Retail,20.5,33426,Unknown,Social Engineering,Antivirus,16
CBS-1055,Russia,2024,Malware,Education,83.3,143037,Insider,Unpatched Software,Firewall,47
CBS-1056,Germany,2022,Ransomware,Telecommunications,79.8,151930,Unknown,Zero-day,Encryption,4
CBS-1057,China,2018,Malware,Education,97.2,499651,Nation-state,Zero-day,Encryption,50
CBS-1058,Brazil,2017,DDoS,Education,41.6,249211,Insider,Zero-day,AI-based Detection,59
CBS-1059,Germany,2024,SQL Injection,IT,1.0,470074,Insider,Weak Passwords,Encryption,9
CBS-1060,Japan,2015,Phishing,Banking,87.5,429920,Nation-state,Zero-day,Encryption,37
CBS-1061,Australia,2019,SQL Injection,Healthcare,0.8,269314,Unknown,Social Engineering,VPN,64
CBS-1062,UK,2019,Man-in-the-Middle,Healthcare,37.2,696199,Nation-state,Weak Passwords,Encryption,42
CBS-1063,Russia,2020,Phishing,Banking,98.4,355505,Nation-state,Unpatched Software,AI-based Detection,35
CBS-1064,Australia,2023,DDoS,IT,55.9,890234,Nation-state,Unpatched Software,VPN,53
CBS-1065,Brazil,2019,Ransomware,Telecommunications,23.6,581616,Insider,Social Engineering,Encryption,1
CBS-1066,China,2021,SQL Injection,IT,39.4,155768,Nation-state,Social Engineering,AI-based Detection,19
CBS-1067,Australia,2024,Malware,Telecommunications,83.7,824298,Nation-state,Unpatched Software,Firewall,4
CBS-1068,UK,2018,Malware,Government,28.9,212533,Insider,Unpatched Software,Antivirus,71
CBS-1069,Brazil,2019,Ransomware,Banking,10.1,47737,Hacker Group,Social Engineering,Encryption,69
CBS-1070,Brazil,2018,Man-in-the-Middle,IT,47.0,940513,Unknown,Unpatched Software,Encryption,10
CBS-1071,Russia,2021,Man-in-the-Middle,Banking,18.7,292992,Insider,Zero-day,Encryption,15
CBS-1072,Germany,2024,Malware,Telecommunications,79.7,639779,Nation-state,Zero-day,Antivirus,6
CBS-1073,Australia,2019,DDoS,Banking,29.9,949862,Hacker Group,Weak Passwords,Firewall,25
CBS-1074,USA,2021,Phishing,Healthcare,0.9,260396,Hacker Group,Zero-day,Antivirus,16
CBS-1075,Australia,2024,Phishing,IT,92.5,215376,Nation-state,Social Engineering,Firewall,18
CBS-1076,France,2016,DDoS,Telecommunications,20.1,689397,Insider,Social Engineering,AI-based Detection,68
CBS-1077,Brazil,2016,SQL Injection,Education,16.2,238092,Nation-state,Zero-day,AI-based Detection,32
CBS-1078,India,2019,Phishing,Banking,18.4,289539,Nation-state,Unpatched Software,Antivirus,27
CBS-1079,Russia,2020,DDoS,Healthcare,49.0,382327,Insider,Zero-day,VPN,30
CBS-1080,Australia,2018,Phishing,Government,12.4,605810,Unknown,Zero-day,Firewall,41
CBS-1081,Australia,2019,DDoS,Banking,1.3,588345,Insider,Unpatched Software,Firewall,49
CBS-1082,UK,2019,Phishing,Government,21.6,831367,Insider,Social Engineering,Antivirus,55
CBS-1083,Brazil,2019,Man-in-the-Middle,Banking,14.6,880671,Hacker Group,Social Engineering,Firewall,66
CBS-1084,France,2023,DDoS,Retail,92.3,418211,Insider,Unpatched Software,Encryption,39
CBS-1085,France,2022,Man-in-the-Middle,Retail,31.4,264380,Insider,Zero-day,VPN,37
CBS-1086,Brazil,2017,Phishing,Banking,9.3,437974,Hacker Group,Zero-day,Encryption,20
CBS-1087,India,2021,Phishing,IT,37.1,713949,Hacker Group,Unpatched Software,Antivirus,71
CBS-1088,USA,2022,SQL Injection,IT,8.5,523164,Hacker Group,Weak Passwords,AI-based Detection,30
CBS-1089,UK,2015,DDoS,Telecommunications,85.2,193852,Insider,Zero-day,VPN,54
CBS-1090,UK,2024,DDoS,Retail,14.1,655640,Nation-state,Zero-day,Firewall,61
CBS-1091,France,2021,Phishing,IT,76.0,573328,Insider,Zero-day,AI-based Detection,10
CBS-1092,UK,2019,Malware,Government,46.3,798717,Hacker Group,Social Engineering,Encryption,10
CBS-1093,Brazil,2019,DDoS,Telecommunications,59.9,899413,Nation-state,Weak Passwords,Encryption,11
CBS-1094,France,2017,SQL Injection,Healthcare,18.8,436009,Nation-state,Social Engineering,AI-based Detection,44
CBS-1095,UK,2020,SQL Injection,Retail,56.3,142291,Nation-state,Weak Passwords,VPN,29
CBS-1096,Germany,2019,Man-in-the-Middle,Government,64.8,276197,Unknown,Zero-day,Firewall,2
CBS-1097,Russia,2020,Ransomware,IT,33.6,807918,Hacker Group,Social Engineering,Antivirus,37
CBS-1098,France,2021,Man-in-the-Middle,Telecommunications,91.0,483484,Hacker Group,Unpatched Software,VPN,2
CBS-1099,Russia,2015,Ransomware,IT,41.8,7290,Insider,Weak Passwords,AI-based Detection,32
CBS-1100,India,2022,DDoS,IT,38.7,333967,Insider,Zero-day,Firewall,26
CBS-1101,China,2020,Man-in-the-Middle,Education,84.4,840118,Hacker Group,Zero-day,Encryption,58
CBS-1102,USA,2024,Malware,Healthcare,69.5,187312,Nation-state,Zero-day,VPN,58
CBS-1103,Brazil,2024,DDoS,IT,34.5,470727,Unknown,Weak Passwords,Firewall,8
CBS-1104,India,2023,Malware,Education,96.0,629490,Hacker Group,Zero-day,VPN,38
CBS-1105,France,2021,SQL Injection,Government,98.8,904598,Hacker Group,Social Engineering,AI-based Detection,11
CBS-1106,USA,2017,Ransomware,Education,12.6,820632,Unknown,Social Engineering,AI-based Detection,65
CBS-1107,Japan,2019,DDoS,Retail,78.8,214152,Insider,Weak Passwords,Firewall,7
CBS-1108,Australia,2024,DDoS,Banking,21.1,18766,Insider,Weak Passwords,Firewall,43
CBS-1109,France,2020,Malware,Banking,50.2,760230,Nation-state,Zero-day,VPN,56
CBS-1110,India,2021,Ransomware,Healthcare,76.8,603402,Insider,Zero-day,AI-based Detection,57
CBS-1111,France,2020,Man-in-the-Middle,Healthcare,17.5,693907,Hacker Group,Zero-day,AI-based Detection,54
CBS-1112,Brazil,2017,SQL Injection,Banking,66.8,698892,Unknown,Zero-day,AI-based Detection,24
CBS-1113,UK,2015,Phishing,IT,24.2,64082,Unknown,Social Engineering,Antivirus,16
CBS-1114,USA,2022,Ransomware,IT,38.8,687052,Nation-state,Unpatched Software,Encryption,34
CBS-1115,Russia,2018,Phishing,Government,15.0,417488,Hacker Group,Weak Passwords,Encryption,23
CBS-1116,Germany,2020,Ransomware,Telecommunications,15.1,970038,Nation-state,Zero-day,Firewall,47
CBS-1117,Japan,2016,SQL Injection,Government,10.4,240441,Unknown,Zero-day,Antivirus,17
CBS-1118,India,2020,Man-in-the-Middle,Banking,59.7,747418,Insider,Unpatched Software,VPN,20
CBS-1119,Japan,2019,Malware,Retail,36.7,977185,Insider,Social Engineering,Antivirus,71
CBS-1120,India,2019,Malware,Retail,59.0,267401,Unknown,Zero-day,Firewall,20
CBS-1121,Germany,2022,Ransomware,Retail,19.5,496271,Hacker Group,Unpatched Software,AI-based Detection,20
CBS-1122,France,2015,Phishing,Banking,64.6,104619,Insider,Unpatched Software,Antivirus,68
CBS-1123,Russia,2024,Ransomware,Healthcare,98.3,877571,Insider,Weak Passwords,Antivirus,19
CBS-1124,Japan,2020,Ransomware,Healthcare,41.9,93314,Hacker Group,Unpatched Software,VPN,24
CBS-1125,Brazil,2020,DDoS,Government,13.2,790415,Hacker Group,Zero-day,Encryption,52
CBS-1126,Germany,2020,Ransomware,IT,54.7,107180,Nation-state,Zero-day,Antivirus,68
CBS-1127,Japan,2018,Phishing,IT,72.0,401960,Nation-state,Unpatched Software,VPN,44
CBS-1128,USA,2020,Ransomware,Telecommunications,93.9,602474,Unknown,Social Engineering,VPN,71
CBS-1129,Australia,2024,Phishing,Education,18.6,701144,Hacker Group,Unpatched Software,Antivirus,41
CBS-1130,UK,2024,Malware,Education,64.1,116714,Insider,Social Engineering,Encryption,37
CBS-1131,France,2016,Man-in-the-Middle,IT,41.8,453408,Nation-state,Social Engineering,VPN,8
CBS-1132,UK,2022,Phishing,Retail,13.4,40843,Unknown,Weak Passwords,Encryption,66
CBS-1133,Australia,2015,Man-in-the-Middle,Healthcare,1.6,336650,Hacker Group,Zero-day,VPN,35
CBS-1134,China,2017,Phishing,Healthcare,92.6,911233,Hacker Group,Weak Passwords,AI-based Detection,18
CBS-1135,Brazil,2023,Ransomware,Telecommunications,32.2,812908,Hacker Group,Weak Passwords,Antivirus,12
CBS-1136,China,2019,SQL Injection,Education,64.3,796878,Nation-state,Zero-day,Antivirus,26
CBS-1137,Japan,2023,Man-in-the-Middle,Government,81.6,738014,Unknown,Social Engineering,Antivirus,24
CBS-1138,USA,2021,DDoS,Education,87.3,315915,Nation-state,Social Engineering,Antivirus,52
CBS-1139,China,2022,Ransomware,Education,70.4,164734,Nation-state,Unpatched Software,Firewall,7
CBS-1140,India,2024,Man-in-the-Middle,IT,1.8,617939,Unknown,Zero-day,Firewall,22
CBS-1141,Germany,2021,Phishing,Healthcare,96.8,374164,Hacker Group,Weak Passwords,Antivirus,53
CBS-1142,USA,2020,Phishing,Banking,74.5,332766,Hacker Group,Weak Passwords,Antivirus,53
CBS-1143,Brazil,2018,Phishing,Healthcare,2.5,414899,Unknown,Weak Passwords,Encryption,37
CBS-1144,Brazil,2017,DDoS,Retail,81.6,140371,Hacker Group,Zero-day,Encryption,13
CBS-1145,Australia,2019,Ransomware,Education,43.5,729109,Insider,Weak Passwords,VPN,22
CBS-1146,UK,2020,DDoS,Education,84.3,776200,Unknown,Weak Passwords,Encryption,49
CBS-1147,Russia,2019,Phishing,Healthcare,17.6,839921,Unknown,Zero-day,Antivirus,5
CBS-1148,France,2019,Malware,Education,31.4,312314,Unknown,Social Engineering,AI-based Detection,35
CBS-1149,Australia,2024,Man-in-the-Middle,Healthcare,65.7,299613,Hacker Group,Zero-day,Firewall,20
CBS-1150,India,2016,Phishing,Banking,43.8,250482,Insider,Weak Passwords,VPN,20
CBS-1151,Brazil,2021,DDoS,Banking,84.4,230110,Unknown,Social Engineering,Antivirus,51
CBS-1152,Australia,2015,SQL Injection,Retail,55.8,852650,Nation-state,Social Engineering,AI-based Detection,50
CBS-1153,Germany,2024,DDoS,Telecommunications,67.5,337890,Unknown,Weak Passwords,Antivirus,35
CBS-1154,Japan,2016,Malware,Education,8.1,557108,Nation-state,Zero-day,Firewall,17
CBS-1155,Australia,2022,DDoS,Telecommunications,46.2,299968,Insider,Zero-day,Antivirus,46
CBS-1156,China,2022,Phishing,Telecommunications,72.1,459296,Nation-state,Weak Passwords,AI-based Detection,13
CBS-1157,India,2019,Ransomware,Telecommunications,90.5,46972,Nation-state,Social Engineering,VPN,23
CBS-1158,UK,2022,Malware,Healthcare,21.3,602041,Hacker Group,Unpatched Software,AI-based Detection,25
CBS-1159,Japan,2016,Phishing,Banking,82.9,36797,Insider,Unpatched Software,VPN,2
CBS-1160,China,2021,SQL Injection,Healthcare,23.2,730762,Insider,Social Engineering,VPN,19
CBS-1161,Russia,2016,Malware,Government,66.2,91194,Hacker Group,Unpatched Software,Encryption,72
CBS-1162,India,2015,SQL Injection,Banking,95.8,42883,Unknown,Zero-day,Encryption,37
CBS-1163,UK,2024,SQL Injection,Retail,48.3,422592,Nation-state,Unpatched Software,VPN,37
CBS-1164,India,2015,Man-in-the-Middle,Healthcare,29.5,837320,Unknown,Social Engineering,VPN,14
CBS-1165,USA,2020,Phishing,Banking,44.1,708034,Unknown,Zero-day,AI-based Detection,39
CBS-1166,Japan,2024,Phishing,IT,91.7,47841,Hacker Group,Weak Passwords,Antivirus,23
CBS-1167,Japan,2015,SQL Injection,Banking,73.9,274703,Nation-state,Social Engineering,Encryption,6
CBS-1168,Australia,2021,Malware,Healthcare,10.4,776819,Insider,Unpatched Software,VPN,64
CBS-1169,Germany,2019,Man-in-the-Middle,IT,89.6,544648,Unknown,Weak Passwords,Antivirus,47
CBS-1170,China,2024,Man-in-the-Middle,Government,12.0,735203,Insider,Zero-day,VPN,66
CBS-1171,India,2018,SQL Injection,Education,77.0,424342,Unknown,Social Engineering,Antivirus,57
CBS-1172,Russia,2018,Malware,Retail,78.8,155353,Unknown,Weak Passwords,VPN,67
CBS-1173,Germany,2020,DDoS,Banking,64.6,735855,Insider,Unpatched Software,Firewall,23
CBS-1174,France,2016,Man-in-the-Middle,IT,11.9,765453,Unknown,Social Engineering,Antivirus,39
CBS-1175,Japan,2024,SQL Injection,Education,82.5,788243,Insider,Social Engineering,VPN,38
CBS-1176,Germany,2017,Phishing,Banking,69.9,253058,Hacker Group,Social Engineering,Encryption,44
CBS-1177,Australia,2022,Phishing,Healthcare,80.1,537530,Nation-state,Zero-day,Encryption,14
CBS-1178,China,2023,SQL Injection,Banking,2.5,95779,Nation-state,Zero-day,VPN,43
CBS-1179,France,2024,Phishing,Healthcare,59.8,906160,Unknown,Zero-day,VPN,48
CBS-1180,Russia,2019,Ransomware,Education,11.1,490910,Insider,Zero-day,AI-based Detection,58
CBS-1181,UK,2020,SQL Injection,Banking,73.7,522097,Hacker Group,Weak Passwords,VPN,63
CBS-1182,Germany,2016,Man-in-the-Middle,Retail,53.6,218143,Nation-state,Unpatched Software,Encryption,27
CBS-1183,Germany,2018,Malware,IT,30.2,667023,Unknown,Zero-day,Antivirus,26
