ID,Company Name,Job Title,Level,Location,City,State,Company Size (By Category),Company Size,Min Company Size,Max Company Size,Industry,Rating,Salary Estimate,Min Salary,Max Salary,Avg Salary
658,"Stampede Meat, Inc.",Data Analyst,Mid,"Bridgeview, IL",Bridgeview,IL,Large,1001–5000,1001,5000,Manufacturing,3.3,$42K-$76K,42000,76000,59000
659,Alere,Senior Data Analyst,Senior,"Chicago, IL",Chicago,IL,Large,5001–10000,5001,10000,Healthcare,2.8,$42K-$76K,42000,76000,59000
660,Kelly Mitchell Group,Data Analyst,Mid,"Downers Grove, IL",Downers Grove,IL,Large,1001–5000,1001,5000,Professional Services,3.6,$42K-$76K,42000,76000,59000
661,"Treehouse Foods, Inc.",Data Analyst,Mid,"Oak Brook, IL",Oak Brook,IL,Enterprise,10000+,10000,10000,Manufacturing,2.5,$42K-$76K,42000,76000,59000
662,Njf Global Holdings,Data Analyst,Mid,"Chicago, IL",Chicago,IL,Small,51–200,51,200,Professional Services,4.2,$42K-$76K,42000,76000,59000
663,Chicago Public Schools,Senior Data Analyst,Senior,"Chicago, IL",Chicago,IL,Enterprise,10000+,10000,10000,Education,3.5,$42K-$76K,42000,76000,59000
664,Sphinix Solutions,Technical Data Analyst,Mid,"Chicago, IL",Chicago,IL,Small,1–50,1,50,Technology,1.0,$42K-$76K,42000,76000,59000
665,Net2Source,Data Analyst,Mid,"Northbrook, IL",Northbrook,IL,Large,1001–5000,1001,5000,Professional Services,3.2,$42K-$76K,42000,76000,59000
666,Ongig,Data Analyst,Mid,"Woodridge, IL",Woodridge,IL,Small,1–50,1,50,Technology,4.8,$42K-$76K,42000,76000,59000
667,Himss,Senior Data Analyst,Senior,"Chicago, IL",Chicago,IL,Medium,201–500,201,500,Healthcare,2.9,$42K-$76K,42000,76000,59000
668,Flagstone Foods,Data Analyst,Mid,"Oak Brook, IL",Oak Brook,IL,Medium,501–1000,501,1000,Other Industries,3.4,$42K-$76K,42000,76000,59000
669,Northern Trust,Data Analyst,Mid,"Chicago, IL",Chicago,IL,Enterprise,10000+,10000,10000,Financial,3.7,$42K-$76K,42000,76000,59000
670,Foresight Roi,Data Analyst,Mid,"Chicago, IL",Chicago,IL,Small,1–50,1,50,Media/Advertising,5.0,$42K-$76K,42000,76000,59000
671,Learn Charter School,Senior Data Analyst,Senior,"Chicago, IL",Chicago,IL,Medium,201–500,201,500,Education,4.1,$42K-$76K,42000,76000,59000
672,Bankfinancial Corporation,Senior Data Analyst,Senior,"Downers Grove, IL",Downers Grove,IL,Medium,201–500,201,500,Financial,2.5,$42K-$76K,42000,76000,59000
673,Avani Technology Solutions,Data Analyst,Mid,"Chicago, IL",Chicago,IL,Medium,501–1000,501,1000,Technology,4.5,$42K-$76K,42000,76000,59000
674,Chicago Public Schools,Data Analyst,Mid,"Chicago, IL",Chicago,IL,Enterprise,10000+,10000,10000,Education,3.5,$42K-$76K,42000,76000,59000
675,"Staffigo Technical Services, Llc",Junior Data Analyst,Junior,"Chicago, IL",Chicago,IL,Small,51–200,51,200,Technology,5.0,$42K-$76K,42000,76000,59000
676,Capital Management,Data Analyst,Senior,"Chicago, IL",Chicago,IL,Small,1–50,1,50,Financial,2.1,$42K-$76K,42000,76000,59000
677,Nuveen,Data Analyst,Senior,"Chicago, IL",Chicago,IL,Large,1001–5000,1001,5000,Financial,3.3,$42K-$76K,42000,76000,59000
678,Maine Pointe,Data Analyst,Mid,"Chicago, IL",Chicago,IL,Small,51–200,51,200,Professional Services,4.5,$97K-$129K,97000,129000,113000
679,"Synchronous Solutions, Inc",Data Analyst,Mid,"Chicago, IL",Chicago,IL,Small,1–50,1,50,Technology,-1.0,$97K-$129K,97000,129000,113000
680,Hr Pundits,Senior Data Analyst,Senior,"Chicago, IL",Chicago,IL,Small,1–50,1,50,Technology,2.0,$97K-$129K,97000,129000,113000
681,Softpath System Llc,Data Quality Analyst,Mid,"Chicago, IL",Chicago,IL,Medium,201–500,201,500,Technology,3.9,$97K-$129K,97000,129000,113000
682,Trinity Health,Data Analyst,Mid,"Maywood, IL",Maywood,IL,Enterprise,10000+,10000,10000,Healthcare,3.3,$97K-$129K,97000,129000,113000
683,Motorola Solutions,Senior Data Analyst,Senior,"Chicago, IL",Chicago,IL,Enterprise,10000+,10000,10000,Technology,3.7,$97K-$129K,97000,129000,113000
684,Medline Industries,Technical Data Analyst,Mid,"Northfield, IL",Northfield,IL,Enterprise,10000+,10000,10000,Healthcare,3.4,$97K-$129K,97000,129000,113000
685,Capgemini,Senior Data Analyst,Senior,"Chicago, IL",Chicago,IL,Enterprise,10000+,10000,10000,Technology,3.8,$97K-$129K,97000,129000,113000
686,Tempus Labs,Senior Data Analyst,Senior,"Chicago, IL",Chicago,IL,Medium,501–1000,501,1000,Healthcare,3.2,$97K-$129K,97000,129000,113000
687,Signode,Data Analyst,Mid,"Glenview, IL",Glenview,IL,Large,5001–10000,5001,10000,Manufacturing,3.2,$97K-$129K,97000,129000,113000
688,Cedent Consulting,Data Analyst,Mid,"Chicago, IL",Chicago,IL,Small,1–50,1,50,Professional Services,3.3,$97K-$129K,97000,129000,113000
689,Ui Health,Healthcare/Clinical Analyst,Mid,"Chicago, IL",Chicago,IL,Large,5001–10000,5001,10000,Healthcare,1.7,$97K-$129K,97000,129000,113000
690,Robert Half,Senior Data Analyst,Senior,"Chicago, IL",Chicago,IL,Enterprise,10000+,10000,10000,Professional Services,3.5,$97K-$129K,97000,129000,113000
691,Jobot,Senior Data Analyst,Senior,"Chicago, IL",Chicago,IL,Small,51–200,51,200,Professional Services,5.0,$97K-$129K,97000,129000,113000
692,Square One Resources,Data Analyst,Mid,"Chicago, IL",Chicago,IL,Small,51–200,51,200,Professional Services,4.3,$97K-$129K,97000,129000,113000
693,Esquire Recruiting,Senior Data Analyst,Senior,"Chicago, IL",Chicago,IL,Small,1–50,1,50,Professional Services,4.6,$97K-$129K,97000,129000,113000
694,Source Alliance Network Llc,Data Analyst,Mid,"Chicago, IL",Chicago,IL,Small,1–50,1,50,Other Industries,-1.0,$97K-$129K,97000,129000,113000
695,Walgreens,Senior Data Analyst,Senior,"Deerfield, IL",Deerfield,IL,Enterprise,10000+,10000,10000,Healthcare,3.0,$97K-$129K,97000,129000,113000
696,Tempus,Senior Data Analyst,Senior,"Chicago, IL",Chicago,IL,Small,51–200,51,200,Financial,3.3,$97K-$129K,97000,129000,113000
697,Steiner Electric Co,Data Analyst,Mid,"Elk Grove Village, IL",Elk Grove Village,IL,Medium,201–500,201,500,Other Industries,3.0,$97K-$129K,97000,129000,113000
698,"Xeris Pharmaceuticals, Inc.",Data Analyst,Senior,"Chicago, IL",Chicago,IL,Small,51–200,51,200,Healthcare,5.0,$97K-$129K,97000,129000,113000
699,Techusa,Senior Data Analyst,Senior,"Chicago, IL",Chicago,IL,Large,1001–5000,1001,5000,Professional Services,2.7,$97K-$129K,97000,129000,113000
700,Metropolitan Family Services,Data Analyst,Mid,"Chicago, IL",Chicago,IL,Medium,201–500,201,500,Other Industries,3.2,$97K-$129K,97000,129000,113000
701,Flexport,Data Analyst,Senior,"Chicago, IL",Chicago,IL,Large,1001–5000,1001,5000,Other Industries,3.5,$97K-$129K,97000,129000,113000
702,Techusa,Data Analyst,Mid,"Chicago, IL",Chicago,IL,Large,1001–5000,1001,5000,Professional Services,2.7,$68K-$87K,68000,87000,77500
703,University Of Illinois Hospital & Health Sciences System,Data Analyst,Mid,"Chicago, IL",Chicago,IL,Large,1001–5000,1001,5000,Healthcare,3.3,$68K-$87K,68000,87000,77500
704,Centene Corporation,Data Analyst,Senior,"Chicago, IL",Chicago,IL,Enterprise,10000+,10000,10000,Financial,3.3,$68K-$87K,68000,87000,77500
705,Riverpoint,Data Analyst,Senior,"Chicago, IL",Chicago,IL,Small,1–50,1,50,Media/Advertising,2.8,$68K-$87K,68000,87000,77500
706,Talentdash,Data Reporting Analyst,Mid,"Chicago, IL",Chicago,IL,Small,1–50,1,50,Technology,-1.0,$68K-$87K,68000,87000,77500
707,"Retail Business Services, Llc",Data Analyst,Mid,"Chicago, IL",Chicago,IL,Large,1001–5000,1001,5000,Retail,3.9,$68K-$87K,68000,87000,77500
708,22Nd Century Technologies,Data Analyst,Mid,"Chicago, IL",Chicago,IL,Large,1001–5000,1001,5000,Technology,3.7,$68K-$87K,68000,87000,77500
709,Riverpoint,Data Analyst,Senior,"Chicago, IL",Chicago,IL,Small,1–50,1,50,Professional Services,3.8,$68K-$87K,68000,87000,77500
710,Lorven Technologies Inc,Technical Data Analyst,Mid,"Arlington Heights, IL",Arlington Heights,IL,Small,1–50,1,50,Technology,4.0,$68K-$87K,68000,87000,77500
711,Walgreens,Business Data Analyst,Senior,"Deerfield, IL",Deerfield,IL,Enterprise,10000+,10000,10000,Healthcare,3.0,$68K-$87K,68000,87000,77500
712,Pnc Financial Services Group,Data Analyst,Senior,"Downers Grove, IL",Downers Grove,IL,Enterprise,10000+,10000,10000,Financial,3.4,$68K-$87K,68000,87000,77500
713,Lorven Technologies Inc,Technical Data Analyst,Mid,"Chicago, IL",Chicago,IL,Small,1–50,1,50,Technology,4.0,$68K-$87K,68000,87000,77500
714,N.F. Smith & Associates,Data Analyst,Mid,"Houston, TX",Houston,TX,Medium,201–500,201,500,Other Industries,4.1,$29K-$38K,29000,38000,33500
715,Virtus Partners Llc,Data Analyst,Mid,"Houston, TX",Houston,TX,Medium,201–500,201,500,Financial,2.8,$29K-$38K,29000,38000,33500
716,Smith And Associates,Data Analyst,Mid,"Houston, TX",Houston,TX,Small,1–50,1,50,Professional Services,3.0,$29K-$38K,29000,38000,33500
717,Andiamo,Data Analyst,Mid,"Houston, TX",Houston,TX,Medium,201–500,201,500,Other Industries,3.5,$29K-$38K,29000,38000,33500
718,Crown Castle Usa Inc,Data Analyst,Mid,"Houston, TX",Houston,TX,Large,1001–5000,1001,5000,Other Industries,3.6,$29K-$38K,29000,38000,33500
719,Luminess Cosmetics,Data Analyst,Mid,"Stafford, TX",Stafford,TX,Small,51–200,51,200,Manufacturing,2.7,$29K-$38K,29000,38000,33500
720,Mondo,Data Analyst,Mid,"Houston, TX",Houston,TX,Small,51–200,51,200,Professional Services,3.9,$29K-$38K,29000,38000,33500
721,Cpanel,Data Analyst,Mid,"Houston, TX",Houston,TX,Medium,201–500,201,500,Technology,3.9,$29K-$38K,29000,38000,33500
722,Harris County,Data Analyst,Mid,"Houston, TX",Houston,TX,Large,5001–10000,5001,10000,Healthcare,3.4,$29K-$38K,29000,38000,33500
723,Genesys Talent,Data Analyst,Mid,"Houston, TX",Houston,TX,Small,1–50,1,50,Professional Services,4.8,$29K-$38K,29000,38000,33500
724,Horne Llp,Data Analyst,Mid,"Houston, TX",Houston,TX,Medium,501–1000,501,1000,Professional Services,3.1,$29K-$38K,29000,38000,33500
725,The Bank Of New York Mellon,Data Analyst,Mid,"Houston, TX",Houston,TX,Enterprise,10000+,10000,10000,Financial,3.2,$29K-$38K,29000,38000,33500
726,Mclane Global,Data Analyst,Mid,"Houston, TX",Houston,TX,Small,51–200,51,200,Other Industries,4.0,$29K-$38K,29000,38000,33500
727,Kelsey-Seybold Medical Group,Healthcare/Clinical Analyst,Mid,"Pearland, TX",Pearland,TX,Large,1001–5000,1001,5000,Healthcare,3.6,$29K-$38K,29000,38000,33500
728,Pareto Systems,Data Analyst,Mid,"Stafford, TX",Stafford,TX,Small,1–50,1,50,Technology,4.3,$29K-$38K,29000,38000,33500
729,Arthur Lawrence,Data Analyst,Mid,"Houston, TX",Houston,TX,Medium,201–500,201,500,Professional Services,4.1,$29K-$38K,29000,38000,33500
730,Houston-Galveston Area Council,Data Analyst,Mid,"Houston, TX",Houston,TX,Small,51–200,51,200,Government,2.5,$29K-$38K,29000,38000,33500
731,Rosen,Data Analyst,Mid,"Houston, TX",Houston,TX,Medium,201–500,201,500,Other Industries,3.7,$29K-$38K,29000,38000,33500
732,Randstad Us,Data Analyst,Mid,"Houston, TX",Houston,TX,Large,1001–5000,1001,5000,Professional Services,3.7,$29K-$38K,29000,38000,33500
733,Fis,Data Analyst,Mid,"Houston, TX",Houston,TX,Enterprise,10000+,10000,10000,Financial,3.6,$29K-$38K,29000,38000,33500
734,Mondo,Business Data Analyst,Mid,"Houston, TX",Houston,TX,Small,51–200,51,200,Professional Services,3.9,$29K-$38K,29000,38000,33500
735,"Avetta, Llc",Data Analyst,Mid,"Houston, TX",Houston,TX,Medium,201–500,201,500,Technology,3.9,$29K-$38K,29000,38000,33500
736,Lorven Technologies Inc,Data Quality Analyst,Mid,"Houston, TX",Houston,TX,Small,1–50,1,50,Professional Services,4.0,$29K-$38K,29000,38000,33500
737,Inventech Info,Data Analyst,Mid,"Houston, TX",Houston,TX,Medium,201–500,201,500,Technology,4.8,$29K-$38K,29000,38000,33500
738,Centraprise,Data Analyst,Mid,"Houston, TX",Houston,TX,Small,51–200,51,200,Technology,4.2,$47K-$76K,47000,76000,61500
739,"Staffigo Technical Services, Llc",Data Analyst,Mid,"Houston, TX",Houston,TX,Small,51–200,51,200,Technology,5.0,$47K-$76K,47000,76000,61500
740,National Computing Group,Data Analyst,Mid,"Houston, TX",Houston,TX,Small,1–50,1,50,Technology,4.7,$47K-$76K,47000,76000,61500
741,Healthhelp,Data Analyst,Mid,"Houston, TX",Houston,TX,Medium,201–500,201,500,Healthcare,2.5,$47K-$76K,47000,76000,61500
742,Inventech Info,Data Analyst,Mid,"Houston, TX",Houston,TX,Medium,201–500,201,500,Technology,4.8,$47K-$76K,47000,76000,61500
743,Geodigital,Data Analyst,Mid,"Houston, TX",Houston,TX,Small,51–200,51,200,Technology,2.4,$47K-$76K,47000,76000,61500
744,Capgemini,Senior Data Analyst,Senior,"Houston, TX",Houston,TX,Enterprise,10000+,10000,10000,Technology,3.8,$47K-$76K,47000,76000,61500
745,Icf,Data Analyst,Mid,"Houston, TX",Houston,TX,Large,5001–10000,5001,10000,Professional Services,3.5,$47K-$76K,47000,76000,61500
746,Andiamo,Senior Data Analyst,Senior,"Houston, TX",Houston,TX,Medium,201–500,201,500,Other Industries,3.5,$47K-$76K,47000,76000,61500
747,G.A.S. Global,Data Analyst,Mid,"Houston, TX",Houston,TX,Enterprise,10000+,10000,10000,Professional Services,3.0,$47K-$76K,47000,76000,61500
748,Robert Half,Data Analyst,Mid,"Houston, TX",Houston,TX,Enterprise,10000+,10000,10000,Professional Services,3.5,$47K-$76K,47000,76000,61500
749,Arthur Lawrence,Data Analyst,Mid,"Houston, TX",Houston,TX,Medium,201–500,201,500,Professional Services,4.1,$47K-$76K,47000,76000,61500
750,Eag Services,Data Reporting Analyst,Mid,"Houston, TX",Houston,TX,Small,1–50,1,50,Professional Services,4.6,$47K-$76K,47000,76000,61500
751,Sun And Ski Sports,Data Analyst,Mid,"Houston, TX",Houston,TX,Medium,501–1000,501,1000,Retail,3.6,$47K-$76K,47000,76000,61500
752,Harris County,Data Analyst,Senior,"Houston, TX",Houston,TX,Large,5001–10000,5001,10000,Healthcare,3.4,$47K-$76K,47000,76000,61500
753,"Simplex Info Systems Inc,",Data Analyst,Mid,"Houston, TX",Houston,TX,Small,1–50,1,50,Technology,4.2,$47K-$76K,47000,76000,61500
754,Army Houston Recruiting Battalion,Junior Data Analyst,Junior,"Houston, TX",Houston,TX,Medium,201–500,201,500,Government,3.6,$47K-$76K,47000,76000,61500
755,Wellcare,Data Analyst,Mid,"Houston, TX",Houston,TX,Large,5001–10000,5001,10000,Financial,3.7,$47K-$76K,47000,76000,61500
756,Yochana,Data Analyst,Mid,"Houston, TX",Houston,TX,Medium,201–500,201,500,Professional Services,2.9,$47K-$76K,47000,76000,61500
757,Techusa,Data Analyst,Mid,"Pasadena, TX",Pasadena,TX,Large,1001–5000,1001,5000,Professional Services,2.7,$47K-$76K,47000,76000,61500
758,Centene Corporation,Data Analyst,Mid,"Houston, TX",Houston,TX,Enterprise,10000+,10000,10000,Financial,3.3,$47K-$76K,47000,76000,61500
759,Virtus Partners Llc,Data Analyst,Mid,"Houston, TX",Houston,TX,Medium,201–500,201,500,Financial,2.8,$47K-$76K,47000,76000,61500
760,Kelsey Seybold Clinic,Data Analyst,Mid,"Pearland, TX",Pearland,TX,Large,1001–5000,1001,5000,Healthcare,3.6,$47K-$76K,47000,76000,61500
761,Harris Health System,Senior Data Analyst,Senior,"Houston, TX",Houston,TX,Large,5001–10000,5001,10000,Healthcare,3.4,$74K-$123K,74000,123000,98500
762,Delphi-Us,Senior Data Analyst,Senior,"Houston, TX",Houston,TX,Small,1–50,1,50,Professional Services,3.6,$74K-$123K,74000,123000,98500
763,Smith Hanley Associates,Data Analyst,Senior,"Houston, TX",Houston,TX,Small,1–50,1,50,Professional Services,4.5,$74K-$123K,74000,123000,98500
764,National Computing Group,Technical Data Analyst,Mid,"Houston, TX",Houston,TX,Small,1–50,1,50,Technology,4.7,$74K-$123K,74000,123000,98500
765,Crown Castle Usa Inc,Senior Data Analyst,Senior,"Houston, TX",Houston,TX,Large,1001–5000,1001,5000,Other Industries,3.6,$74K-$123K,74000,123000,98500
766,"Infomerica, Inc",Data Analyst,Mid,"Houston, TX",Houston,TX,Medium,501–1000,501,1000,Technology,4.0,$74K-$123K,74000,123000,98500
767,Servient,Data Analyst,Mid,"Houston, TX",Houston,TX,Small,51–200,51,200,Technology,4.0,$74K-$123K,74000,123000,98500
768,Kelsey Seybold Clinic,Senior Data Analyst,Senior,"Pearland, TX",Pearland,TX,Large,1001–5000,1001,5000,Healthcare,3.6,$74K-$123K,74000,123000,98500
769,Icon Consultants,Data Analyst,Mid,"Houston, TX",Houston,TX,Large,1001–5000,1001,5000,Professional Services,3.8,$74K-$123K,74000,123000,98500
770,Uthealth Houston,Data Analyst,Mid,"Houston, TX",Houston,TX,Large,5001–10000,5001,10000,Education,4.0,$74K-$123K,74000,123000,98500
771,The Bank Of New York Mellon,Senior Data Analyst,Senior,"Houston, TX",Houston,TX,Enterprise,10000+,10000,10000,Financial,3.2,$74K-$123K,74000,123000,98500
772,Kelsey Seybold Clinic,Data Analyst,Mid,"Pearland, TX",Pearland,TX,Large,1001–5000,1001,5000,Healthcare,3.6,$74K-$123K,74000,123000,98500
773,Radiology Partners,Business Data Analyst,Mid,"Houston, TX",Houston,TX,Large,1001–5000,1001,5000,Healthcare,3.2,$74K-$123K,74000,123000,98500
774,The Jupiter Group,Technical Data Analyst,Mid,"Spring, TX",Spring,TX,Small,51–200,51,200,Technology,4.4,$74K-$123K,74000,123000,98500
775,Kelsey-Seybold Medical Group,Healthcare/Clinical Analyst,Mid,"Pearland, TX",Pearland,TX,Large,1001–5000,1001,5000,Healthcare,3.6,$74K-$123K,74000,123000,98500
776,Crawford Thomas Recruiting,Data Analyst,Mid,"Houston, TX",Houston,TX,Small,51–200,51,200,Professional Services,5.0,$74K-$123K,74000,123000,98500
777,Jobot,Financial Data Analyst,Mid,"Sugar Land, TX",Sugar Land,TX,Small,51–200,51,200,Professional Services,5.0,$74K-$123K,74000,123000,98500
778,Talbridge Corporation,Data Analyst,Mid,"Houston, TX",Houston,TX,Small,51–200,51,200,Professional Services,-1.0,$74K-$123K,74000,123000,98500
779,Eteam Inc.,Data Analyst,Mid,"Houston, TX",Houston,TX,Small,51–200,51,200,Professional Services,3.7,$74K-$123K,74000,123000,98500
780,Lancesoft Inc,Data Analyst,Mid,"Houston, TX",Houston,TX,Large,1001–5000,1001,5000,Professional Services,3.8,$74K-$123K,74000,123000,98500
781,"Central Business Solutions, Inc",Data Analyst,Mid,"Houston, TX",Houston,TX,Small,51–200,51,200,Professional Services,3.0,$74K-$123K,74000,123000,98500
782,Texas Dow Employees Credit Union,Senior Data Analyst,Senior,"Sugar Land, TX",Sugar Land,TX,Medium,501–1000,501,1000,Financial,3.1,$74K-$123K,74000,123000,98500
783,Inventech Info,Data Analyst,Mid,"Houston, TX",Houston,TX,Medium,201–500,201,500,Technology,4.8,$74K-$123K,74000,123000,98500
784,Harris County Appraisal District,Technical Data Analyst,Mid,"Houston, TX",Houston,TX,Medium,501–1000,501,1000,Government,2.2,$74K-$123K,74000,123000,98500
785,Mufg,Data Analyst,Mid,"Tempe, AZ",Tempe,AZ,Enterprise,10000+,10000,10000,Financial,3.1,$53K-$94K,53000,94000,73500
786,Integrate,Senior Data Analyst,Senior,"Phoenix, AZ",Phoenix,AZ,Medium,201–500,201,500,Technology,4.4,$53K-$94K,53000,94000,73500
787,Desert Financial Credit Union,Data Analyst,Mid,"Phoenix, AZ",Phoenix,AZ,Large,1001–5000,1001,5000,Financial,3.2,$53K-$94K,53000,94000,73500
788,Corbins Electric,Data Analyst,Mid,"Phoenix, AZ",Phoenix,AZ,Medium,501–1000,501,1000,Other Industries,3.7,$53K-$94K,53000,94000,73500
789,"The Judge Group, Inc.",Junior Data Analyst,Junior,"Phoenix, AZ",Phoenix,AZ,Large,1001–5000,1001,5000,Professional Services,3.5,$53K-$94K,53000,94000,73500
790,Discount Tire,Senior Data Analyst,Senior,"Scottsdale, AZ",Scottsdale,AZ,Enterprise,10000+,10000,10000,Retail,4.0,$53K-$94K,53000,94000,73500
791,Desert Financial Credit Union,Senior Data Analyst,Senior,"Phoenix, AZ",Phoenix,AZ,Large,1001–5000,1001,5000,Financial,3.2,$53K-$94K,53000,94000,73500
792,Robert Half,Data Analyst,Mid,"Phoenix, AZ",Phoenix,AZ,Enterprise,10000+,10000,10000,Professional Services,3.5,$53K-$94K,53000,94000,73500
793,"Tekcom Resources, Inc.",Data Analyst,Mid,"Phoenix, AZ",Phoenix,AZ,Small,51–200,51,200,Professional Services,4.9,$53K-$94K,53000,94000,73500
794,Viasat,Data Analyst,Mid,"Phoenix, AZ",Phoenix,AZ,Large,5001–10000,5001,10000,Other Industries,4.1,$53K-$94K,53000,94000,73500
795,National Education Partners,Business Data Analyst,Mid,"Scottsdale, AZ",Scottsdale,AZ,Medium,201–500,201,500,Education,4.6,$53K-$94K,53000,94000,73500
796,Parker & Lynch,Data Analyst,Mid,"Phoenix, AZ",Phoenix,AZ,Medium,501–1000,501,1000,Professional Services,3.6,$53K-$94K,53000,94000,73500
797,The Accuro Group,Data Analyst,Mid,"Tempe, AZ",Tempe,AZ,Medium,201–500,201,500,Professional Services,3.0,$53K-$94K,53000,94000,73500
798,Modis,Data Analyst,Mid,"Phoenix, AZ",Phoenix,AZ,Large,5001–10000,5001,10000,Professional Services,3.2,$53K-$94K,53000,94000,73500
799,Gatestone & Co. Inc,Data Analyst,Mid,"Phoenix, AZ",Phoenix,AZ,Large,1001–5000,1001,5000,Professional Services,2.9,$53K-$94K,53000,94000,73500
